0,0,0,-0.47826087,0.260869565,-0.847826087,0.52173913,-0.869565217,0.847826087,-0.586956522,1,-0.760869565,-0.282608696,-0.826086957,0.586956522,-0.630434783,0.717391304,-0.565217391,0.5,-0.326086957,-0.391304348,-0.413043478,0.652173913,-0.260869565,0.673913043,-0.239130435,0.47826087,0.086956522,-0.326086957,0,0.652173913,0.086956522,0.673913043,0.108695652,0.52173913,0.434782609,-0.173913043,0.326086957,0.52173913,0.326086957,0.586956522,0.326086957,0.52173913
0,0,0,-0.393442623,0.06557377,-0.836065574,0.180327869,-1,0.344262295,-0.655737705,0.393442623,-0.770491803,-0.672131148,-0.901639344,0.049180328,-0.721311475,0.213114754,-0.62295082,0.032786885,-0.360655738,-0.704918033,-0.508196721,0.196721311,-0.393442623,0.229508197,-0.360655738,-0.049180328,0.049180328,-0.590163934,-0.114754098,0.229508197,-0.081967213,0.213114754,-0.032786885,-0.032786885,0.393442623,-0.442622951,0.229508197,0.147540984,0.229508197,0.114754098,0.278688525,-0.098360656
0,0,0,-0.574468085,0.191489362,-0.957446809,0.446808511,-1,0.787234043,-0.765957447,0.957446809,-0.85106383,-0.340425532,-0.936170213,0.595744681,-0.744680851,0.659574468,-0.723404255,0.404255319,-0.340425532,-0.382978723,-0.468085106,0.723404255,-0.361702128,0.659574468,-0.382978723,0.361702128,0.14893617,-0.255319149,0.042553191,0.744680851,0.063829787,0.659574468,0.042553191,0.404255319,0.553191489,-0.085106383,0.446808511,0.617021277,0.425531915,0.574468085,0.425531915,0.382978723
0,0,0,-0.426229508,0.049180328,-0.852459016,0.163934426,-1,0.344262295,-0.672131148,0.393442623,-0.786885246,-0.672131148,-0.918032787,0.049180328,-0.737704918,0.196721311,-0.655737705,0.032786885,-0.37704918,-0.68852459,-0.508196721,0.213114754,-0.409836066,0.245901639,-0.360655738,-0.016393443,0.032786885,-0.590163934,-0.114754098,0.229508197,-0.098360656,0.213114754,-0.06557377,-0.016393443,0.37704918,-0.426229508,0.213114754,0.163934426,0.213114754,0.131147541,0.245901639,-0.06557377
0,0,0,-0.419354839,0.064516129,-0.838709677,0.177419355,-1,0.322580645,-0.677419355,0.35483871,-0.806451613,-0.677419355,-0.903225806,0.032258065,-0.741935484,0.193548387,-0.64516129,0.032258065,-0.403225806,-0.709677419,-0.532258065,0.161290323,-0.419354839,0.225806452,-0.387096774,-0.032258065,0,-0.612903226,-0.161290323,0.177419355,-0.112903226,0.193548387,-0.080645161,-0.016129032,0.338709677,-0.467741935,0.177419355,0.112903226,0.193548387,0.080645161,0.225806452,-0.096774194
0,0,0,-0.419354839,0.064516129,-0.838709677,0.177419355,-1,0.338709677,-0.677419355,0.387096774,-0.790322581,-0.629032258,-0.903225806,0.080645161,-0.725806452,0.225806452,-0.629032258,0.048387097,-0.387096774,-0.677419355,-0.516129032,0.225806452,-0.403225806,0.241935484,-0.370967742,-0.016129032,0.016129032,-0.580645161,-0.14516129,0.225806452,-0.112903226,0.209677419,-0.080645161,-0.016129032,0.35483871,-0.419354839,0.193548387,0.161290323,0.193548387,0.112903226,0.225806452,-0.080645161
0,0,0,-0.428571429,0.063492063,-0.841269841,0.174603175,-1,0.349206349,-0.666666667,0.396825397,-0.793650794,-0.619047619,-0.920634921,0.079365079,-0.73015873,0.222222222,-0.650793651,0.063492063,-0.396825397,-0.666666667,-0.523809524,0.222222222,-0.412698413,0.253968254,-0.380952381,0,0,-0.555555556,-0.142857143,0.238095238,-0.111111111,0.222222222,-0.079365079,0,0.317460317,-0.412698413,0.174603175,0.174603175,0.174603175,0.142857143,0.206349206,-0.047619048
0,0,0,-0.430769231,0.061538462,-0.815384615,0.184615385,-1,0.353846154,-0.738461538,0.4,-0.815384615,-0.615384615,-0.953846154,0.092307692,-0.753846154,0.215384615,-0.661538462,0.046153846,-0.430769231,-0.646153846,-0.569230769,0.230769231,-0.430769231,0.261538462,-0.4,0,-0.030769231,-0.538461538,-0.2,0.261538462,-0.138461538,0.246153846,-0.107692308,0.015384615,0.292307692,-0.384615385,0.138461538,0.215384615,0.138461538,0.169230769,0.169230769,-0.030769231
0,0,0,-0.428571429,0.028571429,-0.814285714,0.128571429,-1,0.285714286,-0.742857143,0.314285714,-0.814285714,-0.585714286,-0.957142857,0.057142857,-0.757142857,0.185714286,-0.671428571,0.028571429,-0.457142857,-0.628571429,-0.6,0.171428571,-0.457142857,0.2,-0.428571429,-0.028571429,-0.1,-0.528571429,-0.257142857,0.2,-0.185714286,0.185714286,-0.142857143,-0.014285714,0.214285714,-0.4,0.057142857,0.142857143,0.071428571,0.128571429,0.114285714,-0.042857143
0,0,0,-0.475,0.025,-0.8375,0.0625,-0.9875,0.2375,-0.8125,0.3625,-0.85,-0.5,-1,0.075,-0.8375,0.1375,-0.75,0,-0.575,-0.5125,-0.7125,0.175,-0.575,0.15,-0.5375,-0.0125,-0.275,-0.425,-0.425,0.2125,-0.3375,0.175,-0.3,0.025,0,-0.2875,-0.15,0.2,-0.1,0.15,-0.0625,-0.0125
